class,x_1,y_1,z_1,v_1,x_2,y_2,z_2,v_2,x_3,y_3,z_3,v_3,x_4,y_4,z_4,v_4,x_5,y_5,z_5,v_5,x_6,y_6,z_6,v_6,x_7,y_7,z_7,v_7,x_8,y_8,z_8,v_8,x_9,y_9,z_9,v_9,x_10,y_10,z_10,v_10,x_11,y_11,z_11,v_11,x_12,y_12,z_12,v_12,x_13,y_13,z_13,v_13,x_14,y_14,z_14,v_14,x_15,y_15,z_15,v_15,x_16,y_16,z_16,v_16,x_17,y_17,z_17,v_17,x_18,y_18,z_18,v_18,x_19,y_19,z_19,v_19,x_20,y_20,z_20,v_20,x_21,y_21,z_21,v_21,x_22,y_22,z_22,v_22,x_23,y_23,z_23,v_23,x_24,y_24,z_24,v_24,x_25,y_25,z_25,v_25,x_26,y_26,z_26,v_26,x_27,y_27,z_27,v_27,x_28,y_28,z_28,v_28,x_29,y_29,z_29,v_29,x_30,y_30,z_30,v_30,x_31,y_31,z_31,v_31,x_32,y_32,z_32,v_32,x_33,y_33,z_33,v_33
downdog,0.5245426893234253,0.7393128871917725,0.5245426893234253,0.9993330836296082,0.5012339949607849,0.7547607421875,0.5012339949607849,0.9993816614151001,0.49777233600616455,0.7528877258300781,0.49777233600616455,0.9988507032394409,0.4946273863315582,0.7513810396194458,0.4946273863315582,0.9994834661483765,0.5023080706596375,0.7553102970123291,0.5023080706596375,0.9995059967041016,0.49952030181884766,0.7537182569503784,0.49952030181884766,0.9992127418518066,0.4964905381202698,0.7526112794876099,0.4964905381202698,0.9995865225791931,0.4739234149456024,0.7323800325393677,0.4739234149456024,0.9986814856529236,0.474673867225647,0.7320889234542847,0.474673867225647,0.9971131086349487,0.5230284929275513,0.7125887870788574,0.5230284929275513,0.9956666231155396,0.5235900282859802,0.7124220728874207,0.5235900282859802,0.9926544427871704,0.4720957577228546,0.6188403367996216,0.4720957577228546,0.9989699125289917,0.4719109535217285,0.6182931065559387,0.4719109535217285,0.9966071844100952,0.37109440565109253,0.778532862663269,0.37109440565109253,0.6758257150650024,0.3797371983528137,0.7571238875389099,0.3797371983528137,0.02349899150431156,0.2534239590167999,0.912348747253418,0.2534239590167999,0.7270510196685791,0.26979345083236694,0.8529940843582153,0.26979345083236694,0.045367322862148285,0.21768084168434143,0.9278079271316528,0.21768084168434143,0.7661346793174744,0.2411431521177292,0.8671448826789856,0.2411431521177292,0.052874282002449036,0.21086928248405457,0.9193131923675537,0.21086928248405457,0.7610800862312317,0.238028883934021,0.8645921945571899,0.238028883934021,0.05033845081925392,0.22391247749328613,0.9123857021331787,0.22391247749328613,0.6811410784721375,0.24603486061096191,0.8617644309997559,0.24603486061096191,0.04563020542263985,0.654849648475647,0.2783660888671875,0.654849648475647,0.9974583983421326,0.644355833530426,0.29814884066581726,0.644355833530426,0.9978493452072144,0.7697603702545166,0.552470326423645,0.7697603702545166,0.035890381783246994,0.7655627131462097,0.5443173050880432,0.7655627131462097,0.000788966310210526,0.8622393608093262,0.8422350287437439,0.8622393608093262,0.16120688617229462,0.8577080965042114,0.8289086818695068,0.8577080965042114,0.0018160854233428836,0.8957142233848572,0.8792368173599243,0.8957142233848572,0.22571180760860443,0.8842558860778809,0.8637106418609619,0.8842558860778809,0.006586744450032711,0.791916012763977,0.9185638427734375,0.791916012763977,0.2791835069656372,0.7841759920120239,0.9098216891288757,0.7841759920120239,0.005242142826318741
downdog,0.550666093826294,0.7623323798179626,0.550666093826294,0.9997242093086243,0.5726917386054993,0.7739620208740234,0.5726917386054993,0.9994396567344666,0.5750147700309753,0.7721471190452576,0.5750147700309753,0.9995368719100952,0.5773521065711975,0.770251989364624,0.5773521065711975,0.9994673132896423,0.5742926597595215,0.7734063863754272,0.5742926597595215,0.999723494052887,0.5776513814926147,0.7711206674575806,0.5776513814926147,0.9998043179512024,0.5812534093856812,0.7686144709587097,0.5812534093856812,0.9997904896736145,0.5959698557853699,0.7485923767089844,0.5959698557853699,0.9995964169502258,0.5976747274398804,0.7471261024475098,0.5976747274398804,0.9995181560516357,0.5495443344116211,0.7358782887458801,0.5495443344116211,0.9984026551246643,0.5513700246810913,0.7343323230743408,0.5513700246810913,0.9988855719566345,0.5766270756721497,0.6553283333778381,0.5766270756721497,0.9984976053237915,0.5877751111984253,0.6451166868209839,0.5877751111984253,0.9989821314811707,0.6566675305366516,0.7758644819259644,0.6566675305366516,0.08615051954984665,0.6713994145393372,0.7781535983085632,0.6713994145393372,0.975091278553009,0.7503470778465271,0.8622149229049683,0.7503470778465271,0.10214009881019592,0.7644089460372925,0.8692809343338013,0.7644089460372925,0.9721524119377136,0.7785969972610474,0.8734530210494995,0.7785969972610474,0.17053256928920746,0.8007097244262695,0.8862396478652954,0.8007097244262695,0.9548541903495789,0.788187563419342,0.8683847784996033,0.788187563419342,0.17631296813488007,0.8099323511123657,0.8802484273910522,0.8099323511123657,0.9513806700706482,0.7767069935798645,0.8651167750358582,0.7767069935798645,0.15529727935791016,0.7948105335235596,0.8750123977661133,0.7948105335235596,0.9293482899665833,0.44013503193855286,0.36997342109680176,0.44013503193855286,0.9966712594032288,0.43354126811027527,0.35382235050201416,0.43354126811027527,0.9973878264427185,0.3089768886566162,0.5903885960578918,0.3089768886566162,0.007456386461853981,0.3035908341407776,0.5932474732398987,0.3035908341407776,0.8922522664070129,0.180780827999115,0.8217204213142395,0.180780827999115,0.051632437855005264,0.1792658567428589,0.8259763717651367,0.1792658567428589,0.9375028610229492,0.14671474695205688,0.859462320804596,0.14671474695205688,0.11673633754253387,0.1434132158756256,0.8552642464637756,0.1434132158756256,0.925377607345581,0.2597113847732544,0.8896417617797852,0.2597113847732544,0.15163685381412506,0.2496471256017685,0.895167350769043,0.2496471256017685,0.9401031136512756
downdog,0.591179370880127,0.7185642719268799,0.591179370880127,0.9984850287437439,0.6146382093429565,0.7252639532089233,0.6146382093429565,0.9938978552818298,0.6199736595153809,0.7207218408584595,0.6199736595153809,0.9974086880683899,0.6243599653244019,0.7156089544296265,0.6243599653244019,0.9944461584091187,0.6129220724105835,0.7273229360580444,0.6129220724105835,0.9962443113327026,0.6170803904533386,0.7245386838912964,0.6170803904533386,0.99885094165802,0.6214280724525452,0.7210828065872192,0.6214280724525452,0.997607946395874,0.6440833806991577,0.6860016584396362,0.6440833806991577,0.9980024695396423,0.6443856358528137,0.6916353106498718,0.6443856358528137,0.9977134466171265,0.5879421830177307,0.6914309859275818,0.5879421830177307,0.9929665327072144,0.5875309705734253,0.6946026086807251,0.5875309705734253,0.9936379790306091,0.624866247177124,0.5836836099624634,0.624866247177124,0.9984709620475769,0.6222813129425049,0.6042522192001343,0.6222813129425049,0.999427318572998,0.715182363986969,0.7289519309997559,0.715182363986969,0.054114729166030884,0.7088925838470459,0.7674984335899353,0.7088925838470459,0.9924507737159729,0.8063497543334961,0.8297222852706909,0.8063497543334961,0.32374992966651917,0.834575891494751,0.912545919418335,0.834575891494751,0.9947823882102966,0.841254472732544,0.8487238883972168,0.841254472732544,0.6335155963897705,0.8762344717979431,0.9345338344573975,0.8762344717979431,0.9878416657447815,0.8523227572441101,0.8504773378372192,0.8523227572441101,0.6577665209770203,0.8899558186531067,0.9292371273040771,0.8899558186531067,0.9860347509384155,0.8367042541503906,0.8463516235351562,0.8367042541503906,0.6229376792907715,0.8738745450973511,0.9174661636352539,0.8738745450973511,0.976554811000824,0.39602312445640564,0.2754574418067932,0.39602312445640564,0.9941895008087158,0.39122599363327026,0.2846546173095703,0.39122599363327026,0.995963454246521,0.23848582804203033,0.5368478298187256,0.23848582804203033,0.0073605249635875225,0.23197178542613983,0.5433962345123291,0.23197178542613983,0.9330890774726868,0.10318198800086975,0.7981692552566528,0.10318198800086975,0.07128812372684479,0.09605032205581665,0.8133463859558105,0.09605032205581665,0.9672259092330933,0.066506028175354,0.8395885229110718,0.066506028175354,0.18737755715847015,0.05597737431526184,0.8540788888931274,0.05597737431526184,0.9666255116462708,0.21503262221813202,0.8765771389007568,0.21503262221813202,0.2395513653755188,0.2013315111398697,0.8982139825820923,0.2013315111398697,0.9674500226974487
downdog,0.5277034640312195,0.7428950071334839,0.5277034640312195,0.9988052845001221,0.5452043414115906,0.7669651508331299,0.5452043414115906,0.9957387447357178,0.5496920943260193,0.7661743760108948,0.5496920943260193,0.9971799850463867,0.5540910363197327,0.7653288245201111,0.5540910363197327,0.9955625534057617,0.5460202097892761,0.7659012079238892,0.5460202097892761,0.9977667331695557,0.5519372224807739,0.7643671035766602,0.5519372224807739,0.998935878276825,0.5585089921951294,0.76275235414505,0.5585089921951294,0.9984229803085327,0.5861552357673645,0.7489245533943176,0.5861552357673645,0.996436357498169,0.5927069783210754,0.7460711002349854,0.5927069783210754,0.9970329999923706,0.5312990546226501,0.7175651788711548,0.5312990546226501,0.9865849018096924,0.5329368114471436,0.7169263958930969,0.5329368114471436,0.9900626540184021,0.5938867330551147,0.635311484336853,0.5938867330551147,0.996282160282135,0.5850176215171814,0.6289312839508057,0.5850176215171814,0.9981653094291687,0.6973409652709961,0.7637755870819092,0.6973409652709961,0.021593179553747177,0.6923343539237976,0.7686619162559509,0.6923343539237976,0.9476481676101685,0.7925427556037903,0.8668323159217834,0.7925427556037903,0.0881095603108406,0.8010154962539673,0.8859570026397705,0.8010154962539673,0.9353416562080383,0.8342999219894409,0.8812968134880066,0.8342999219894409,0.2228858768939972,0.8488818407058716,0.9038326740264893,0.8488818407058716,0.8699188232421875,0.8479530811309814,0.8763399720191956,0.8479530811309814,0.23944798111915588,0.86149001121521,0.8947885632514954,0.86149001121521,0.8600069880485535,0.8308116793632507,0.8740686178207397,0.8308116793632507,0.20928747951984406,0.841464638710022,0.8901529908180237,0.841464638710022,0.7887806296348572,0.42749181389808655,0.28281623125076294,0.42749181389808655,0.9908876419067383,0.42482107877731323,0.2826903164386749,0.42482107877731323,0.9931069016456604,0.30679911375045776,0.5447781085968018,0.30679911375045776,0.0011349617270752788,0.30482980608940125,0.5506377220153809,0.30482980608940125,0.3020332157611847,0.19329750537872314,0.806570291519165,0.19329750537872314,0.00979649182409048,0.19134747982025146,0.8129445314407349,0.19134747982025146,0.4979923963546753,0.16338494420051575,0.844723105430603,0.16338494420051575,0.037393856793642044,0.16086632013320923,0.8514546155929565,0.16086632013320923,0.5045363903045654,0.27653026580810547,0.871080756187439,0.27653026580810547,0.04082907363772392,0.272185355424881,0.8825536966323853,0.272185355424881,0.5352787971496582
downdog,0.38321033120155334,0.6723635792732239,0.38321033120155334,0.9982444047927856,0.3571122884750366,0.6939895749092102,0.3571122884750366,0.9982680082321167,0.3529212474822998,0.6929768919944763,0.3529212474822998,0.9967178702354431,0.34914013743400574,0.6920005083084106,0.34914013743400574,0.9987419247627258,0.3587494492530823,0.6939831376075745,0.3587494492530823,0.9986497759819031,0.35495492815971375,0.6929413080215454,0.35495492815971375,0.9978565573692322,0.350864976644516,0.6922024488449097,0.350864976644516,0.9988834261894226,0.32319098711013794,0.6708633899688721,0.32319098711013794,0.9961354732513428,0.3233582377433777,0.6722791194915771,0.3233582377433777,0.9900311231613159,0.3823869824409485,0.6401468515396118,0.3823869824409485,0.9901236891746521,0.38594722747802734,0.6418793201446533,0.38594722747802734,0.9824622869491577,0.3357950448989868,0.5253705978393555,0.3357950448989868,0.9990635514259338,0.346621572971344,0.540709376335144,0.346621572971344,0.9955962300300598,0.246754989027977,0.7153677940368652,0.246754989027977,0.3090348541736603,0.26426011323928833,0.7167246341705322,0.26426011323928833,0.003866225481033325,0.13685554265975952,0.8797217607498169,0.13685554265975952,0.3466549217700958,0.15692445635795593,0.848646879196167,0.15692445635795593,0.00805481057614088,0.09544029831886292,0.8932952284812927,0.09544029831886292,0.3367755711078644,0.11757081747055054,0.8633052706718445,0.11757081747055054,0.011999399401247501,0.08682069182395935,0.8888306021690369,0.08682069182395935,0.33305418491363525,0.11303520202636719,0.8638609647750854,0.11303520202636719,0.011589384637773037,0.10141679644584656,0.8829513192176819,0.10141679644584656,0.24399463832378387,0.12468549609184265,0.8604327440261841,0.12468549609184265,0.010263330303132534,0.5557182431221008,0.14818041026592255,0.5557182431221008,0.997377872467041,0.55884850025177,0.17213228344917297,0.55884850025177,0.9976999163627625,0.6928198933601379,0.47588151693344116,0.6928198933601379,0.006029234267771244,0.6955223083496094,0.47615259885787964,0.6955223083496094,0.0002185308694606647,0.8225915431976318,0.8077526688575745,0.8225915431976318,0.037956416606903076,0.8124535083770752,0.7975917458534241,0.8124535083770752,0.0008413682226091623,0.8653757572174072,0.8497799038887024,0.8653757572174072,0.07631919533014297,0.8520954251289368,0.8324717879295349,0.8520954251289368,0.0035181972198188305,0.7356458902359009,0.9102083444595337,0.7356458902359009,0.08724246174097061,0.7279566526412964,0.8972490429878235,0.7279566526412964,0.00265670707449317
downdog,0.24726933240890503,0.6752384901046753,0.24726933240890503,0.9857032895088196,0.22914643585681915,0.6851692795753479,0.22914643585681915,0.9796149134635925,0.22750921547412872,0.6838679313659668,0.22750921547412872,0.9742717146873474,0.22592613101005554,0.6823205947875977,0.22592613101005554,0.9837883710861206,0.22954565286636353,0.6856802701950073,0.22954565286636353,0.9857121109962463,0.22834573686122894,0.684609055519104,0.22834573686122894,0.9871852993965149,0.22690893709659576,0.6836084127426147,0.22690893709659576,0.990760862827301,0.2143491953611374,0.6641188859939575,0.2143491953611374,0.9737719297409058,0.21464903652668,0.6658608913421631,0.21464903652668,0.9595949053764343,0.25305312871932983,0.6555962562561035,0.25305312871932983,0.9474769234657288,0.25445592403411865,0.6565546989440918,0.25445592403411865,0.9341742992401123,0.22596654295921326,0.5853084325790405,0.22596654295921326,0.9972604513168335,0.2220141440629959,0.5845677256584167,0.2220141440629959,0.9905787110328674,0.1690913289785385,0.7160506844520569,0.1690913289785385,0.508440375328064,0.17530521750450134,0.7036803960800171,0.17530521750450134,0.003938078880310059,0.10959416627883911,0.8513323068618774,0.10959416627883911,0.460949569940567,0.13457706570625305,0.804966390132904,0.13457706570625305,0.010307448916137218,0.08090946078300476,0.8622201085090637,0.08090946078300476,0.44356071949005127,0.10577079653739929,0.8192791938781738,0.10577079653739929,0.020868003368377686,0.07830440998077393,0.8588908910751343,0.07830440998077393,0.41838377714157104,0.10483723878860474,0.823775053024292,0.10483723878860474,0.02060060203075409,0.09095925092697144,0.8555312156677246,0.09095925092697144,0.32656726241111755,0.11632728576660156,0.8221322894096375,0.11632728576660156,0.018725479021668434,0.4117273688316345,0.34851953387260437,0.4117273688316345,0.9981552958488464,0.4044656753540039,0.3590905964374542,0.4044656753540039,0.9983516931533813,0.506101667881012,0.5675997138023376,0.506101667881012,0.11966365575790405,0.5006622076034546,0.5661182403564453,0.5006622076034546,0.0012970046373084188,0.5747052431106567,0.7829397916793823,0.5747052431106567,0.24511563777923584,0.5631527900695801,0.7671445608139038,0.5631527900695801,0.0033766909036785364,0.598235547542572,0.8109029531478882,0.598235547542572,0.45832934975624084,0.5833562612533569,0.7915506362915039,0.5833562612533569,0.011506526730954647,0.5033298134803772,0.8370378017425537,0.5033298134803772,0.3901418149471283,0.4945431649684906,0.8196096420288086,0.4945431649684906,0.008883228525519371
downdog,0.40303507447242737,0.7563320398330688,0.40303507447242737,0.993155300617218,0.37315914034843445,0.7496306896209717,0.37315914034843445,0.9899110198020935,0.3701610565185547,0.7449803352355957,0.3701610565185547,0.9873046278953552,0.36805880069732666,0.7405149340629578,0.36805880069732666,0.9930227994918823,0.3758959174156189,0.752063512802124,0.3758959174156189,0.9924511313438416,0.3740854859352112,0.7490169405937195,0.3740854859352112,0.9928868412971497,0.3723864257335663,0.7458933591842651,0.3723864257335663,0.9944741129875183,0.35757574439048767,0.6998882293701172,0.35757574439048767,0.9898744821548462,0.3597162365913391,0.7054463624954224,0.3597162365913391,0.9748032689094543,0.4162241816520691,0.7332231402397156,0.4162241816520691,0.9766718149185181,0.4217396378517151,0.7365855574607849,0.4217396378517151,0.9618148803710938,0.4043051600456238,0.6170373558998108,0.4043051600456238,0.997877836227417,0.41026902198791504,0.6111071705818176,0.41026902198791504,0.9865307211875916,0.2815237045288086,0.7781365513801575,0.2815237045288086,0.7115587592124939,0.2931983768939972,0.7625499963760376,0.2931983768939972,0.005391045473515987,0.14716178178787231,0.9070873260498047,0.14716178178787231,0.7019268274307251,0.17059949040412903,0.8812880516052246,0.17059949040412903,0.013735510408878326,0.10656702518463135,0.9256012439727783,0.10656702518463135,0.6650390625,0.1346721053123474,0.8980796337127686,0.1346721053123474,0.029210295528173447,0.10489487648010254,0.9196442365646362,0.10489487648010254,0.6349819302558899,0.13204947113990784,0.8957091569900513,0.13204947113990784,0.028946030884981155,0.11826857924461365,0.9143552780151367,0.11826857924461365,0.5272650718688965,0.14009365439414978,0.8931524753570557,0.14009365439414978,0.02727273292839527,0.6087700128555298,0.22704404592514038,0.6087700128555298,0.9959516525268555,0.6059492230415344,0.24075685441493988,0.6059492230415344,0.9963132739067078,0.7569304704666138,0.5377753376960754,0.7569304704666138,0.13372944295406342,0.7482063174247742,0.5319826602935791,0.7482063174247742,0.0009854325326159596,0.8862814903259277,0.8520662784576416,0.8862814903259277,0.3117923140525818,0.8671786785125732,0.8247203826904297,0.8671786785125732,0.0038452569860965014,0.9345126152038574,0.8985887765884399,0.9345126152038574,0.4965178072452545,0.9124479293823242,0.8690613508224487,0.9124479293823242,0.01516585610806942,0.7803589701652527,0.9373174905776978,0.7803589701652527,0.4620448052883148,0.7686827182769775,0.8936522006988525,0.7686827182769775,0.010879119858145714
downdog,0.41557925939559937,0.6311177015304565,0.41557925939559937,0.9876826405525208,0.3932899832725525,0.6430748701095581,0.3932899832725525,0.9786270260810852,0.39029258489608765,0.6417232751846313,0.39029258489608765,0.9789972901344299,0.38764747977256775,0.6402543187141418,0.38764747977256775,0.985921323299408,0.3947538137435913,0.6440141201019287,0.3947538137435913,0.9818597435951233,0.39263519644737244,0.6431550979614258,0.39263519644737244,0.9854981899261475,0.39038389921188354,0.6422297954559326,0.39038389921188354,0.9867095351219177,0.37346869707107544,0.6225357055664062,0.37346869707107544,0.978385865688324,0.3741648197174072,0.6233441829681396,0.3741648197174072,0.9273430705070496,0.4183288812637329,0.60969078540802,0.4183288812637329,0.9470655918121338,0.4198506474494934,0.6115083694458008,0.4198506474494934,0.918582558631897,0.38292697072029114,0.5322802662849426,0.38292697072029114,0.9988105297088623,0.38473379611968994,0.5367181301116943,0.38473379611968994,0.9912075400352478,0.3011091947555542,0.6513667702674866,0.3011091947555542,0.7180385589599609,0.3136724531650543,0.6378252506256104,0.3136724531650543,0.0032892345916479826,0.20972132682800293,0.7557445168495178,0.20972132682800293,0.7070451974868774,0.22952616214752197,0.7256430387496948,0.22952616214752197,0.013634910807013512,0.1759854257106781,0.7691729068756104,0.1759854257106781,0.6546202898025513,0.19912368059158325,0.7330782413482666,0.19912368059158325,0.03689403459429741,0.1702229082584381,0.766315221786499,0.1702229082584381,0.6248674392700195,0.19648250937461853,0.7342051267623901,0.19648250937461853,0.0380248986184597,0.18278247117996216,0.7613096237182617,0.18278247117996216,0.5106672644615173,0.20526191592216492,0.7325043678283691,0.20526191592216492,0.03428880125284195,0.5627339482307434,0.2802213430404663,0.5627339482307434,0.9963555335998535,0.5593187808990479,0.2850470542907715,0.5593187808990479,0.996503472328186,0.6603342294692993,0.48811838030815125,0.6603342294692993,0.05753370374441147,0.6612358689308167,0.4881132245063782,0.6612358689308167,0.0004454297886695713,0.7666310667991638,0.7013381719589233,0.7666310667991638,0.14543026685714722,0.755914568901062,0.6847977042198181,0.755914568901062,0.002485082484781742,0.7959057092666626,0.7363071441650391,0.7959057092666626,0.3262157440185547,0.7820270657539368,0.7193000316619873,0.7820270657539368,0.011850032024085522,0.6962899565696716,0.7705749273300171,0.6962899565696716,0.2987669110298157,0.6892626285552979,0.7420870065689087,0.6892626285552979,0.008467025123536587
downdog,0.544778048992157,0.7546038627624512,0.544778048992157,0.999923825263977,0.5651786923408508,0.766973614692688,0.5651786923408508,0.9998286962509155,0.568276584148407,0.7651638388633728,0.568276584148407,0.9999206066131592,0.5715010762214661,0.7628825902938843,0.5715010762214661,0.9998668432235718,0.5647680759429932,0.766402006149292,0.5647680759429932,0.9998853206634521,0.567427933216095,0.7642276287078857,0.567427933216095,0.9999455213546753,0.5705705285072327,0.7617132663726807,0.5705705285072327,0.9999098777770996,0.5888977646827698,0.7381662130355835,0.5888977646827698,0.9999420642852783,0.5875980854034424,0.7371728420257568,0.5875980854034424,0.9999290704727173,0.5401241779327393,0.726879358291626,0.5401241779327393,0.9996659755706787,0.5410376191139221,0.7264328002929688,0.5410376191139221,0.9996154308319092,0.5730757117271423,0.6345950961112976,0.5730757117271423,0.9998486042022705,0.5602808594703674,0.6182113885879517,0.5602808594703674,0.9998160004615784,0.6748210191726685,0.7714347839355469,0.6748210191726685,0.3089521825313568,0.687764585018158,0.7829505205154419,0.687764585018158,0.9867990612983704,0.7972946166992188,0.8823965787887573,0.7972946166992188,0.5796728134155273,0.8138168454170227,0.8926397562026978,0.8138168454170227,0.9753750562667847,0.8317656517028809,0.8970004320144653,0.8317656517028809,0.8171484470367432,0.8565467596054077,0.9152035117149353,0.8565467596054077,0.9669937491416931,0.840882420539856,0.8963306546211243,0.840882420539856,0.8245880007743835,0.8659547567367554,0.9074409008026123,0.8659547567367554,0.9627773761749268,0.8246276378631592,0.8925637602806091,0.8246276378631592,0.7890836596488953,0.8487893342971802,0.900390088558197,0.8487893342971802,0.9479167461395264,0.4183022677898407,0.3869939148426056,0.4183022677898407,0.9996280670166016,0.42321106791496277,0.31127119064331055,0.42321106791496277,0.9998019337654114,0.28232860565185547,0.5546525120735168,0.28232860565185547,0.564730703830719,0.38125506043434143,0.15727436542510986,0.38125506043434143,0.997922956943512,0.22173616290092468,0.8320698142051697,0.22173616290092468,0.7199981212615967,0.3311476409435272,0.34975093603134155,0.3311476409435272,0.8920195698738098,0.18675479292869568,0.8591121435165405,0.18675479292869568,0.8656390905380249,0.3259754776954651,0.37238064408302307,0.3259754776954651,0.9203001856803894,0.3128224313259125,0.9052795171737671,0.3128224313259125,0.9184087514877319,0.31990373134613037,0.45423632860183716,0.31990373134613037,0.8948339819908142
downdog,0.4869123101234436,0.706960916519165,0.4869123101234436,0.9981732368469238,0.46260902285575867,0.719835638999939,0.46260902285575867,0.9973400235176086,0.4581393003463745,0.7174664735794067,0.4581393003463745,0.996523916721344,0.45465728640556335,0.7150931358337402,0.45465728640556335,0.998175859451294,0.46576377749443054,0.7216296195983887,0.46576377749443054,0.9977076053619385,0.4630802273750305,0.720346212387085,0.4630802273750305,0.9974982142448425,0.4601815938949585,0.7190554738044739,0.4601815938949585,0.9981100559234619,0.4405224919319153,0.6912920475006104,0.4405224919319153,0.9961810111999512,0.4398677945137024,0.6934719085693359,0.4398677945137024,0.9866487383842468,0.4924418032169342,0.6818703413009644,0.4924418032169342,0.9888004064559937,0.49697959423065186,0.6830630302429199,0.49697959423065186,0.9804306626319885,0.45792126655578613,0.5889973640441895,0.45792126655578613,0.9992709755897522,0.4476139545440674,0.586710512638092,0.4476139545440674,0.9949435591697693,0.3753810524940491,0.7388326525688171,0.3753810524940491,0.770776629447937,0.3670406639575958,0.723442792892456,0.3670406639575958,0.008459098637104034,0.2520086467266083,0.8720090389251709,0.2520086467266083,0.8211156129837036,0.2506409287452698,0.8298375606536865,0.2506409287452698,0.020899930968880653,0.21235278248786926,0.8861920833587646,0.21235278248786926,0.794906497001648,0.21488416194915771,0.8445510864257812,0.21488416194915771,0.041714806109666824,0.20467627048492432,0.8809326887130737,0.20467627048492432,0.7784780263900757,0.21009472012519836,0.8452287912368774,0.21009472012519836,0.04122398793697357,0.21789243817329407,0.875902533531189,0.21789243817329407,0.7003793120384216,0.22358962893486023,0.8399848937988281,0.22358962893486023,0.03671048581600189,0.6506800651550293,0.27126386761665344,0.6506800651550293,0.997076153755188,0.6471379995346069,0.27942153811454773,0.6471379995346069,0.9970378875732422,0.777372419834137,0.5471723675727844,0.777372419834137,0.07417724281549454,0.7764381170272827,0.5419096946716309,0.7764381170272827,0.0004529762372840196,0.9166690111160278,0.8146662712097168,0.9166690111160278,0.27801570296287537,0.9028476476669312,0.8056454658508301,0.9028476476669312,0.0025850527454167604,0.9645633101463318,0.842666745185852,0.9645633101463318,0.46824267506599426,0.94777512550354,0.8361512422561646,0.94777512550354,0.012035826221108437,0.8391484022140503,0.8930736780166626,0.8391484022140503,0.4631271958351135,0.8305152654647827,0.8832412958145142,0.8305152654647827,0.008637613616883755
